id,region_type,region,n_el,bilingual_content,twi_dual_content,integrated_esl,push_pull_esl,mono_para,bilingual_para,sheltered_content,other_instruct,tutoring,summer,credit_recovery,mentoring,distance_ed,other,acad_info_primary,cte_info_primary,translation_primary,interpreter_primary,receiving_content_primary,receiving_instruct_support_primary,acad_info_other,cte_info_other,translation_other,interpreter_other,receiving_content_other,receiving_instruct_support_other,resource_score,instruct_score,language_support_score,noninstruct_service_score,hs_parent_service_score,resource_score_c,instruct_score_c,language_support_score_c,noninstruct_service_score_c,hs_parent_service_score_c,bilingual_content_score,bilingual_content_score_c
870,town,central,1-10,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no students,most or all students,,,,,,,4,1,0,3,0,-4.23385012919897,-1.9405684754522,-1.14384151593454,0.0947459086993971,-1.24418604651163,1,-1.10594315245478
871,town,west,11-100,no,no,yes,yes,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,most or all students,some students,none,none,none,some languages,most or all students,some students,9.5,4,1,4,0.5,1.26614987080103,1.0594315245478,-0.143841515934539,1.0947459086994,-0.744186046511628,2.5,0.39405684754522
872,city,northeast,100+,yes,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,some students,few students,none,none,some languages,some languages,few students,few students,12,5,3,3,1,3.76614987080103,2.0594315245478,1.85615848406546,0.0947459086993971,-0.244186046511628,4.5,2.39405684754522
873,suburb,southeast,11-100,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no students,some students,none,none,none,some languages,no students,no students,5.5,1,0,4,0.5,-2.73385012919897,-1.9405684754522,-1.14384151593454,1.0947459086994,-0.744186046511628,0.5,-1.60594315245478
874,rural,southeast,1-10,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no students,no students,,,,,,,3,1,0,2,0,-5.23385012919897,-1.9405684754522,-1.14384151593454,-0.905254091300603,-1.24418604651163,0.5,-1.60594315245478
875,city,southeast,100+,no,no,yes,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,yes,yes,no students,few students,none,none,some languages,all languages,no students,few students,8.5,3,2,2,1.5,0.266149870801033,0.0594315245478034,0.856158484065461,-0.905254091300603,0.255813953488372,2,-0.10594315245478
876,town,west,11-100,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,yes,no students,no students,none,none,none,some languages,no students,no students,5.5,1,1,3,0.5,-2.73385012919897,-1.9405684754522,-0.143841515934539,0.0947459086993971,-0.744186046511628,1,-1.10594315245478
877,town,southeast,1-10,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no students,no students,none,none,some languages,some languages,no students,no students,6,2,1,2,1,-2.23385012919897,-0.940568475452197,-0.143841515934539,-0.905254091300603,-0.244186046511628,1,-1.10594315245478
878,suburb,southeast,100+,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no students,some students,none,none,some languages,some languages,no students,no students,6,1,0,4,1,-2.23385012919897,-1.9405684754522,-1.14384151593454,1.0947459086994,-0.244186046511628,1,-1.10594315245478
879,suburb,west,100+,no,no,yes,no,yes,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no students,no students,none,none,none,none,no students,no students,8,3,1,4,0,-0.233850129198967,0.0594315245478034,-0.143841515934539,1.0947459086994,-1.24418604651163,2,-0.10594315245478
880,suburb,northeast,1-10,no,no,yes,yes,no,no,no,no,yes,no,no,yes,no,no,yes,yes,yes,yes,no students,most or all students,some languages,some languages,all languages,all languages,no students,most or all students,11,2,2,4,3,2.76614987080103,-0.940568475452197,0.856158484065461,1.0947459086994,1.75581395348837,1.5,-0.60594315245478
881,town,west,11-100,no,no,no,yes,no,no,yes,no,yes,yes,yes,no,no,no,yes,yes,no,yes,no students,some students,some languages,some languages,some languages,some languages,no students,no students,10,2,3,3,2,1.76614987080103,-0.940568475452197,1.85615848406546,0.0947459086993971,0.755813953488372,1,-1.10594315245478
882,rural,central,11-100,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no students,some students,none,none,none,all languages,no students,no students,4,1,0,2,1,-4.23385012919897,-1.9405684754522,-1.14384151593454,-0.905254091300603,-0.244186046511628,1,-1.10594315245478
883,suburb,west,100+,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no students,some students,none,some languages,some languages,none,no students,no students,12,5,2,4,1,3.76614987080103,2.0594315245478,0.856158484065461,1.0947459086994,-0.244186046511628,3.5,1.39405684754522
884,suburb,northeast,11-100,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,no students,no students,none,none,all languages,all languages,no students,no students,9,2,1,4,2,0.766149870801034,-0.940568475452197,-0.143841515934539,1.0947459086994,0.755813953488372,1.5,-0.60594315245478
885,city,central,100+,no,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,no,no,yes,yes,yes,yes,no students,some students,some languages,some languages,some languages,some languages,no students,some students,13,5,2,4,2,4.76614987080103,2.0594315245478,0.856158484065461,1.0947459086994,0.755813953488372,3.5,1.39405684754522
886,town,southeast,1-10,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no students,no students,none,none,all languages,all languages,no students,no students,5,1,0,2,2,-3.23385012919897,-1.9405684754522,-1.14384151593454,-0.905254091300603,0.755813953488372,0.5,-1.60594315245478
887,city,west,1-10,no,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,yes,no students,some students,,,,,,,7,2,1,4,0,-1.23385012919897,-0.940568475452197,-0.143841515934539,1.0947459086994,-1.24418604651163,1,-1.10594315245478
888,rural,central,1-10,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no students,no students,none,none,none,none,no students,no students,3,1,0,2,0,-5.23385012919897,-1.9405684754522,-1.14384151593454,-0.905254091300603,-1.24418604651163,0.5,-1.60594315245478
889,town,northeast,1-10,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no students,few students,,,,,,,4,2,0,2,0,-4.23385012919897,-0.940568475452197,-1.14384151593454,-0.905254091300603,-1.24418604651163,1.5,-0.60594315245478
890,rural,central,1-10,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no students,no students,none,none,none,none,no students,no students,2,1,1,0,0,-6.23385012919897,-1.9405684754522,-0.143841515934539,-2.9052540913006,-1.24418604651163,0.5,-1.60594315245478
891,suburb,west,100+,no,no,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,no students,some students,none,none,some languages,some languages,no students,no students,9,2,3,3,1,0.766149870801034,-0.940568475452197,1.85615848406546,0.0947459086993971,-0.244186046511628,1.5,-0.60594315245478
892,suburb,northeast,1-10,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no students,no students,none,none,all languages,none,no students,no students,5,2,0,2,1,-3.23385012919897,-0.940568475452197,-1.14384151593454,-0.905254091300603,-0.244186046511628,1,-1.10594315245478
893,city,west,11-100,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,yes,no students,some students,none,none,all languages,all languages,no students,some students,12,5,3,2,2,3.76614987080103,2.0594315245478,1.85615848406546,-0.905254091300603,0.755813953488372,3.5,1.39405684754522
894,rural,southeast,11-100,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no students,no students,none,none,some languages,some languages,no students,no students,10,5,0,4,1,1.76614987080103,2.0594315245478,-1.14384151593454,1.0947459086994,-0.244186046511628,3.5,1.39405684754522
895,rural,central,1-10,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no students,no students,,,,,,,3,1,1,1,0,-5.23385012919897,-1.9405684754522,-0.143841515934539,-1.9052540913006,-1.24418604651163,1,-1.10594315245478
896,suburb,central,100+,no,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,yes,yes,no students,few students,none,none,some languages,some languages,no students,few students,12,6,3,2,1,3.76614987080103,3.0594315245478,1.85615848406546,-0.905254091300603,-0.244186046511628,4,1.89405684754522
897,rural,southeast,11-100,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no students,few students,some languages,some languages,some languages,some languages,no students,no students,8,1,1,4,2,-0.233850129198967,-1.9405684754522,-0.143841515934539,1.0947459086994,0.755813953488372,1,-1.10594315245478
898,rural,central,1-10,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no students,no students,none,none,none,none,no students,no students,4,2,0,2,0,-4.23385012919897,-0.940568475452197,-1.14384151593454,-0.905254091300603,-1.24418604651163,1,-1.10594315245478
899,rural,southeast,11-100,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,no students,no students,,,,,,,6,1,1,4,0,-2.23385012919897,-1.9405684754522,-0.143841515934539,1.0947459086994,-1.24418604651163,1,-1.10594315245478
900,suburb,central,1-10,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no students,most or all students,none,none,some languages,all languages,no students,most or all students,5.5,2,0,2,1.5,-2.73385012919897,-0.940568475452197,-1.14384151593454,-0.905254091300603,0.255813953488372,1,-1.10594315245478
901,suburb,northeast,1-10,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no students,no students,none,none,all languages,all languages,no students,few students,7,2,0,3,2,-1.23385012919897,-0.940568475452197,-1.14384151593454,0.0947459086993971,0.755813953488372,1.5,-0.60594315245478
902,city,west,11-100,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,yes,no students,no students,some languages,none,some languages,all languages,no students,no students,10,3,2,3,2,1.76614987080103,0.0594315245478034,0.856158484065461,0.0947459086993971,0.755813953488372,2,-0.10594315245478
903,rural,northeast,11-100,no,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no students,no students,some languages,some languages,some languages,some languages,no students,no students,9,2,1,4,2,0.766149870801034,-0.940568475452197,-0.143841515934539,1.0947459086994,0.755813953488372,1.5,-0.60594315245478
904,suburb,west,100+,no,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,yes,no students,some students,some languages,none,none,none,no students,no students,10.5,4,3,3,0.5,2.26614987080103,1.0594315245478,1.85615848406546,0.0947459086993971,-0.744186046511628,3,0.89405684754522
905,suburb,west,11-100,no,yes,yes,yes,yes,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,yes,no students,some students,none,none,some languages,all languages,no students,few students,11.5,5,3,2,1.5,3.26614987080103,2.0594315245478,1.85615848406546,-0.905254091300603,0.255813953488372,3.5,1.39405684754522
906,city,west,100+,no,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no students,few students,some languages,none,all languages,all languages,no students,no students,9.5,2,1,4,2.5,1.26614987080103,-0.940568475452197,-0.143841515934539,1.0947459086994,1.25581395348837,1,-1.10594315245478
907,city,west,100+,no,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,yes,few students,some students,none,none,some languages,all languages,few students,some students,12.5,6,3,2,1.5,4.26614987080103,3.0594315245478,1.85615848406546,-0.905254091300603,0.255813953488372,4.5,2.39405684754522
908,rural,northeast,1-10,no,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no students,few students,none,none,none,none,no students,no students,3,3,0,0,0,-5.23385012919897,0.0594315245478034,-1.14384151593454,-2.9052540913006,-1.24418604651163,2,-0.10594315245478
909,suburb,west,11-100,no,no,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,yes,yes,yes,yes,no students,few students,none,none,some languages,some languages,no students,few students,11,3,3,4,1,2.76614987080103,0.0594315245478034,1.85615848406546,1.0947459086994,-0.244186046511628,2.5,0.39405684754522
910,rural,west,11-100,no,no,no,yes,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,yes,no students,few students,all languages,all languages,all languages,all languages,no students,no students,12,2,2,4,4,3.76614987080103,-0.940568475452197,0.856158484065461,1.0947459086994,2.75581395348837,1.5,-0.60594315245478
911,rural,central,1-10,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no students,no students,,,,,,,1,1,0,0,0,-7.23385012919897,-1.9405684754522,-1.14384151593454,-2.9052540913006,-1.24418604651163,0.5,-1.60594315245478
912,city,west,100+,no,no,yes,yes,no,yes,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,no students,some students,,,,,,,10,5,1,4,0,1.76614987080103,2.0594315245478,-0.143841515934539,1.0947459086994,-1.24418604651163,3.5,1.39405684754522
913,town,central,11-100,no,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,yes,few students,few students,some languages,some languages,some languages,some languages,no students,no students,9,1,2,4,2,0.766149870801034,-1.9405684754522,0.856158484065461,1.0947459086994,0.755813953488372,0.5,-1.60594315245478
914,town,northeast,1-10,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no students,no students,none,none,all languages,all languages,no students,few students,6,2,0,2,2,-2.23385012919897,-0.940568475452197,-1.14384151593454,-0.905254091300603,0.755813953488372,1.5,-0.60594315245478
915,suburb,central,100+,no,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,yes,yes,yes,yes,no students,no students,some languages,some languages,some languages,all languages,no students,no students,12.5,5,1,4,2.5,4.26614987080103,2.0594315245478,-0.143841515934539,1.0947459086994,1.25581395348837,3.5,1.39405684754522
916,suburb,central,1-10,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no students,few students,none,none,some languages,some languages,no students,no students,4,1,0,2,1,-4.23385012919897,-1.9405684754522,-1.14384151593454,-0.905254091300603,-0.244186046511628,1,-1.10594315245478
917,rural,central,1-10,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no students,no students,none,none,some languages,some languages,no students,no students,4,1,0,2,1,-4.23385012919897,-1.9405684754522,-1.14384151593454,-0.905254091300603,-0.244186046511628,0.5,-1.60594315245478
918,rural,west,11-100,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no students,no students,none,none,none,some languages,no students,no students,6.5,2,0,4,0.5,-1.73385012919897,-0.940568475452197,-1.14384151593454,1.0947459086994,-0.744186046511628,1.5,-0.60594315245478
919,city,west,100+,no,no,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,yes,yes,yes,yes,no students,no students,none,none,none,all languages,no students,no students,10,2,3,4,1,1.76614987080103,-0.940568475452197,1.85615848406546,1.0947459086994,-0.244186046511628,1.5,-0.60594315245478
920,city,west,1-10,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no students,no students,none,none,none,all languages,no students,no students,5,3,0,1,1,-3.23385012919897,0.0594315245478034,-1.14384151593454,-1.9052540913006,-0.244186046511628,2,-0.10594315245478
921,rural,southeast,1-10,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,no students,some students,none,none,none,none,no students,no students,7,2,1,4,0,-1.23385012919897,-0.940568475452197,-0.143841515934539,1.0947459086994,-1.24418604651163,1.5,-0.60594315245478
922,suburb,northeast,11-100,no,no,yes,yes,no,no,no,no,yes,yes,no,no,no,no,no,no,yes,yes,no students,some students,none,none,some languages,all languages,no students,few students,7.5,2,2,2,1.5,-0.733850129198967,-0.940568475452197,0.856158484065461,-0.905254091300603,0.255813953488372,1.5,-0.60594315245478
923,rural,central,1-10,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no students,no students,,,,,,,4,2,0,2,0,-4.23385012919897,-0.940568475452197,-1.14384151593454,-0.905254091300603,-1.24418604651163,1,-1.10594315245478
924,town,central,1-10,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no students,few students,none,none,none,none,no students,few students,6,2,1,3,0,-2.23385012919897,-0.940568475452197,-0.143841515934539,0.0947459086993971,-1.24418604651163,1.5,-0.60594315245478
925,rural,southeast,11-100,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no students,few students,some languages,some languages,some languages,some languages,no students,few students,8,2,0,4,2,-0.233850129198967,-0.940568475452197,-1.14384151593454,1.0947459086994,0.755813953488372,1.5,-0.60594315245478
926,city,central,100+,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,no students,some students,none,none,some languages,some languages,no students,no students,8,4,1,2,1,-0.233850129198967,1.0594315245478,-0.143841515934539,-0.905254091300603,-0.244186046511628,3,0.89405684754522
927,city,west,11-100,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,no,no,yes,yes,yes,yes,no students,some students,some languages,some languages,some languages,some languages,no students,few students,14,6,2,4,2,5.76614987080103,3.0594315245478,0.856158484065461,1.0947459086994,0.755813953488372,4,1.89405684754522
928,suburb,west,100+,no,no,yes,no,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,no students,no students,none,none,none,none,no students,no students,9,3,2,4,0,0.766149870801034,0.0594315245478034,0.856158484065461,1.0947459086994,-1.24418604651163,2.5,0.39405684754522
929,suburb,central,1-10,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no students,no students,none,none,none,all languages,no students,no students,3,1,0,1,1,-5.23385012919897,-1.9405684754522,-1.14384151593454,-1.9052540913006,-0.244186046511628,0.5,-1.60594315245478
930,rural,central,1-10,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no students,no students,,,,,,,2,2,0,0,0,-6.23385012919897,-0.940568475452197,-1.14384151593454,-2.9052540913006,-1.24418604651163,1,-1.10594315245478
931,city,central,100+,no,no,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,few students,most or all students,some languages,some languages,some languages,some languages,few students,most or all students,10,3,1,4,2,1.76614987080103,0.0594315245478034,-0.143841515934539,1.0947459086994,0.755813953488372,2,-0.10594315245478
932,town,west,11-100,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,yes,yes,no students,most or all students,none,none,none,none,no students,no students,6,3,0,3,0,-2.23385012919897,0.0594315245478034,-1.14384151593454,0.0947459086993971,-1.24418604651163,2.5,0.39405684754522
933,city,west,100+,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,yes,yes,yes,yes,few students,some students,some languages,none,some languages,some languages,no students,few students,14.5,7,2,4,1.5,6.26614987080103,4.0594315245478,0.856158484065461,1.0947459086994,0.255813953488372,5.5,3.39405684754522
934,rural,central,1-10,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no students,no students,none,none,none,none,no students,no students,5,2,1,2,0,-3.23385012919897,-0.940568475452197,-0.143841515934539,-0.905254091300603,-1.24418604651163,1.5,-0.60594315245478
935,town,northeast,1-10,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no students,no students,none,none,all languages,some languages,no students,no students,4.5,1,0,2,1.5,-3.73385012919897,-1.9405684754522,-1.14384151593454,-0.905254091300603,0.255813953488372,0.5,-1.60594315245478
936,rural,central,1-10,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no students,no students,,,,,,,3,1,0,2,0,-5.23385012919897,-1.9405684754522,-1.14384151593454,-0.905254091300603,-1.24418604651163,0.5,-1.60594315245478
937,town,central,1-10,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no students,most or all students,,,,,,,3,1,0,2,0,-5.23385012919897,-1.9405684754522,-1.14384151593454,-0.905254091300603,-1.24418604651163,0.5,-1.60594315245478
938,rural,southeast,1-10,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no students,most or all students,,,,,,,8,4,0,4,0,-0.233850129198967,1.0594315245478,-1.14384151593454,1.0947459086994,-1.24418604651163,3,0.89405684754522
939,suburb,southeast,100+,no,no,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,no students,no students,none,none,all languages,all languages,no students,no students,9,3,2,2,2,0.766149870801034,0.0594315245478034,0.856158484065461,-0.905254091300603,0.755813953488372,2,-0.10594315245478
940,suburb,northeast,11-100,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no students,most or all students,some languages,none,all languages,all languages,no students,no students,9.5,3,1,3,2.5,1.26614987080103,0.0594315245478034,-0.143841515934539,0.0947459086993971,1.25581395348837,2.5,0.39405684754522
941,suburb,central,11-100,no,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,yes,yes,no students,some students,some languages,none,all languages,all languages,no students,no students,8.5,4,0,2,2.5,0.266149870801033,1.0594315245478,-1.14384151593454,-0.905254091300603,1.25581395348837,3,0.89405684754522
